Barnets	Barnets
dekket	dekke
av	av
roser	rose
,	$,
forteller	fortelle
Khamitskaya	Khamitskaya
,	$,
som	som
har	ha
danset	danse
siden	siden
hun	hun
var	være
åtte	åtte
år	år
gammel	gammel
og	og
tegnet	tegne
sine	sin
egne	egen
kostymer	kostymer
omtrent	omtrent
like	like
lenge	lenge
.	$.

Da	da
hun	hun
var	være
tenåring	tenåring
begynte	begynne
hun	hun
å	å
sy	sy
dem	de
selv	selv
.	$.

-	$-
Det	det
morsomme	morsom
er	være
at	at
jeg	jeg
egentlig	egentlig
ikke	ikke
er	være
så	så
glad	glad
i	i
maksimalisme	maksimalisme
,	$,
innrømmer	innrømme
hun	hun
.	$.

-	$-
Men	men
dansekjoler	dansekjoler
ser	se
ikke	ikke
dyre	dyr
ut	ut
hvis	hvis
de	de
ikke	ikke
er	være
pyntet	pynte
.	$.

Det	det
som	som
ville	ville
vært	være
en	en
pen	pen
aftenkjole	aftenkjole
kan	kunne
bli	bli
helt	hel
borte	borte
på	på
dansegulvet	dansegulv
,	$,
der	der
det	det
kanskje	kanskje
er	være
tjue	tjue
par	par
samtidig	samtidig
.	$.

Det	det
er	være
viktig	viktig
å	å
lage	lage
noe	noe
som	som
er	være
spesielt	spesiell
,	$,
som	som
gjør	gjøre
at	at
folk	folk
snur	snu
seg	seg
og	og
spør	spørre
«	$"
Hva	hva
var	være
det	det
?	$?
»	$"
.	$.

Men	men
selv	selv
om	om
det	det
er	være
noe	noe
ganske	ganske
annet	annen
Nadya	Nadya
tar	ta
på	på
seg	seg
en	en
helt	hel
vanlig	vanlig
fredagskveld	fredagskveld
,	$,
er	være
hun	hun
glad	glad
i	i
sportsdansstilen	sportsdansstilen
.	$.

-	$-
Dansekonkurranser	Dansekonkurranser
er	være
det	det
eneste	eneste
stedet	sted
i	i
verden	verden
i	i
dag	dag
der	der
du	du
kan	kunne
gå	gå
med	med
så	så
fine	fin
kjoler	kjole
uten	uten
at	at
det	det
ser	se
unaturlig	unaturlig
ut	ut
,	$,
sier	si
hun	hun
.	$.

-	$-
Men	men
du	du
føler	føle
deg	du
litt	litt
latterlig	latterlig
når	når
du	du
sitter	sitte
i	i
alt	all
utstyret	utstyret
på	på
flyplassen	flyplass
.	$.

Det	det
er	være
nemlig	nemlig
ikke	ikke
alltid	alltid
du	du
har	ha
tid	tid
til	til
å	å
skifte	skifte
etter	etter
en	en
konkurranse	konkurranse
før	før
du	du
må	måtte
reise	reise
videre	vid
.	$.

Siri	Siri
kalvig	kalvig
er	være
akkurat	akkurat
ferdig	ferdig
med	med
kostymeprøven	kostymeprøven
.	$.

-	$-
Før	før
konkurransen	konkurranse
tenkte	tenke
jeg	jeg
at	at
det	det
med	med
klærne	klær
bare	bare
ville	ville
bli	bli
et	en
styr	styr
,	$,
sier	si
hun	hun
.	$.

-	$-
Men	men
jeg	jeg
synes	synes
det	det
er	være
morsomt	morsom
å	å
se	se
hvordan	hvordan
hver	hver
av	av
disse	disse
dansene	dansene
har	ha
sin	sin
egen	egen
karakter	karakter
,	$,
at	at
trinnene	trinn
og	og
looken	looken
går	gå
sammen	sammen
i	i
en	en
fortelling	fortelling
og	og
en	en
karakter	karakter
som	som
har	ha
en	en
lang	lang
historie	historie
.	$.

Det	det
er	være
en	en
grunn	grunn
til	til
at	at
det	det
er	være
som	som
det	det
er	være
.	$.

Hun	hun
har	ha
satt	sette
to	to
onkler	onkel
,	$,
tante	tante
,	$,
far	far
,	$,
sønn	sønn
og	og
datter	datter
på	på
utstilling	utstilling
|	$|

Charlotte	Charlotte
Thiis-Evensen	Thiis-Evensen
.	$.

Sterkt	Sterkt
:	$:

Thiis-Evensen	Thiis-Evensen
har	ha
filmet	filme
sin	sin
egen	egen
sønn	sønn
i	i
krigslek	krigslek
og	og
lagt	legge
ekte	ekte
skytelyder	skytelyder
oppå	oppå
.	$.

Velbrukt	Velbrukt
:	$:

Kunstneren	Kunstneren
har	ha
selv	selv
spilt	spille
på	på
familiepianoet	familiepianoet
i	i
sju	sju
år	år
.	$.

-	$-
En	en
typisk	typisk
borgerlig	borgerlig
ungpiketradisjon	ungpiketradisjon
.	$.

På	på
utstilling	utstilling
:	$:

Familiebilder	Familiebilder
som	som
inntil	inntil
nylig	nylig
har	ha
hengt	henge
over	over
pianoet	piano
hjemme	hjemme
i	i
Brevik	Brevik
.	$.

Det	det
bygges	bygge
en	en
leilighet	leilighet
i	i
Kunstnernes	Kunstnernes
Hus	Hus
.	$.

Hit	Hit
skal	skulle
familien	familie
til	til
kunstner	kunstner
og	og
journalist	journalist
Charlotte	Charlotte
Thiis-Evensen	Thiis-Evensen
flytte	flytte
inn	inn
neste	neste
uke	uke
,	$,
i	i
form	form
av	av
forskjellige	forskjellig
dokumentariske	dokumentariske
kunstprosjekter	kunstprosjekter
i	i
utstillingen	utstilling
«	$"
I	I
de	de
beste	god
familier	familie
»	$"
.	$.

-	$-
Dette	dette
skal	skulle
være	være
gangen	gang
.	$.

Så	så
er	være
det	det
soverom	soverom
,	$,
kjøkken	kjøkken
,	$,
stue	stue
,	$,
bad	bad
og	og
balkong	balkong
,	$,
forklarer	forklare
Thiis-Evensen	Thiis-Evensen
der	der
hun	hun
står	stå
midt	midt
i	i
rammeverket	rammeverk
tegnet	tegne
av	av
arkitekt	arkitekt
Siri	Siri
Liset	Liset
.	$.

Her	her
skal	skulle
det	det
komme	komme
opp	opp
halve	halv
vegger	vegg
,	$,
dører	dør
og	og
vinduer	vindu
som	som
skal	skulle
ramme	ramme
inn	inn
til	til
sammen	sammen
seks	seks
arbeider	arbeid
om	om
fem	fem
familiemedlemmer	familiemedlem
.	$.

Det	det
er	være
tidligere	tidlig
prosjekter	prosjekt
om	om
onkelen	onkel
med	med
glassøyet	glassøyet
,	$,
sønnen	sønn
som	som
leker	leke
krig	krig
med	med
en	en
kamerat	kamerat
og	og
dattera	dattera
som	som
krangler	krangle
om	om
å	å
få	få
lese	lese
Donald	Donald
.	$.

I	i
tillegg	tillegg
til	til
to	to
nye	ny
,	$,
ett	én
om	om
kjendisarkitekt-onkelen	kjendisarkitekt-onkelen
som	som
snakker	snakke
om	om
fasader	fasader
og	og
et	en
rom	rom
med	med
det	det
gamle	gammel
familiepianoet	familiepianoet
og	og
alle	all
familieportrettene	familieportrettene
rundt	rundt
.	$.

Utenfor	utenfor
leiligheten	leilighet
finner	finne
vi	vi
også	også
filmen	film
om	om
den	den
70	70
år	år
gamle	gammel
tanta	tanta
som	som
drar	dra
til	til
frisøren	frisøren
for	for
første	første
gang	gang
og	og
installasjonen	installasjonen
«	$"
Faren	fare
min	min
forsøkte	forsøke
å	å
ringe	ringe
moren	mor
min	min
»	$"
.	$.

Sistnevnte	sistnevnt
består	bestå
av	av
bilder	bilde
og	og
videoer	videoer
Eyvind	Eyvind
Thiis-Evensen	Thiis-Evensen
tok	ta
med	med
mobilen	mobil
fra	fra
sykesenga	sykesenga
ved	ved
en	en
feiltakelse	feiltakelse
rett	rett
før	før
han	han
døde	dø
,	$,
i	i
et	en
forsøk	forsøk
på	på
ringe	ringe
sin	sin
kone	kone
.	$.

-	$-
Jeg	jeg
har	ha
jobbet	jobbe
med	med
virkeligheten	virkelighet
som	som
utgangspunkt	utgangspunkt
i	i
flere	mange
år	år
,	$,
og	og
det	det
ble	bli
etter	etter
hvert	hver
så	så
mange	mange
kunstverk	kunstverk
om	om
min	min
egen	egen
familie	familie
at	at
jeg	jeg
fikk	få
ideen	idé
om	om
å	å
samle	samle
det	det
til	til
en	en
helhetlig	helhetlig
utstilling	utstilling
.	$.

Men	men
dette	dette
er	være
sluttstreken	sluttstreken
for	for
bruk	bruk
av	av
min	min
egen	egen
familie	familie
,	$,
sier	si
Thiis-Evensen	Thiis-Evensen
.	$.

-	$-
Hvorfor	hvorfor
har	ha
du	du
valgt	velge
å	å
bruke	bruke
din	din
egen	egen
familie	familie
så	så
mye	mye
i	i
arbeidet	arbeid
ditt	din
?	$?

-	$-
Det	det
er	være
lett	lett
å	å
ta	ta
tak	tak
i	i
det	det
som	som
ligger	ligge
nært	nær
rundt	rundt
meg	jeg
.	$.

Familien	familie
gir	gi
mye	mye
tillit	tillit
og	og
større	stor
frihet	frihet
.	$.

Jeg	jeg
forsøker	forsøke
å	å
si	si
noe	noe
om	om
innside	innside
og	og
utside	utside
,	$,
fasader	fasader
og	og
baksider	baksider
.	$.

Det	det
passer	passe
godt	god
å	å
samle	samle
dem	de
til	til
én	én
biografisk	biografisk
enhet	enhet
,	$,
sier	si
hun	hun
.	$.

-	$-
Er	være
det	det
ikke	ikke
også	også
mye	mye
som	som
blir	bli
vanskeligere	vanskelig
når	når
du	du
skal	skulle
dokumentere	dokumentere
din	din
egen	egen
familie	familie
?	$?

-	$-
På	på
mange	mange
måter	måte
er	være
det	det
jo	jo
det	det
.	$.

Det	det
finnes	finnes
noen	noen
etiske	etisk
grenser	grense
,	$,
og	og
det	det
er	være
en	en
vanskelig	vanskelig
balanse	balanse
.	$.

Jeg	jeg
vil	ville
ikke	ikke
utlevere	utlevere
familien	familie
heller	heller
.	$.

I	i
stedet	sted
for	for
å	å
bli	bli
uvenner	uvenn
med	med
noen	noen
har	ha
jeg	jeg
heller	heller
valgt	velge
å	å
legge	legge
bort	bort
noen	noen
gode	god
historier	historie
.	$.

Poenget	poeng
er	være
å	å
finne	finne
det	det
allmenngyldige	allmenngyldige
,	$,
det	det
andre	annen
kan	kunne
kjenne	kjenne
seg	seg
igjen	igjen
i	i
.	$.

-	$-
Bildene	bilde
fra	fra
faren	fare
din	din
er	være
veldig	veldig
sterke	sterk
,	$,
var	være
det	det
greit	grei
for	for
resten	rest
av	av
familien	familie
å	å
bruke	bruke
dem	de
?	$?

-	$-
Det	det
var	være
faktisk	faktisk
søsteren	søster
min	min
som	som
fant	finne
bildene	bilde
på	på
mobilen	mobil
og	og
mente	mene
det	det
måtte	måtte
være	være
noe	noe
for	for
meg	jeg
.	$.

I	i
det	det
tilfellet	tilfelle
måtte	måtte
jeg	jeg
legge	legge
det	det
fra	fra
meg	jeg
i	i
to	to
år	år
for	for
å	å
tenke	tenke
meg	jeg
om	om
.	$.

Jeg	jeg
måtte	måtte
finne	finne
ut	ut
om	om
det	det
ble	bli
for	for
privat	privat
,	$,
om	om
det	det
ville	ville
være	være
verdifullt	verdifull
for	for
andre	annen
.	$.

-	$-
Er	være
din	din
familie	familie
spesielt	spesiell
interessant	interessant
,	$,
tror	tro
du	du
?	$?

-	$-
Nei	nei
,	$,
de	de
er	være
nok	nok
helt	hel
vanlige	vanlig
.	$.

Alle	all
familier	familie
har	ha
sine	sin
ting	ting
.	$.

Men	men
virkeligheten	virkelighet
er	være
annerledes	annerledes
enn	enn
jeg	jeg
trodde	tro
da	da
jeg	jeg
var	være
barn	barn
.	$.

Jeg	jeg
vokste	vokse
opp	opp
i	i
en	en
idyllisk	idyllisk
,	$,
borgerlig	borgerlig
virkelighet	virkelighet
.	$.

Det	det
var	være
først	først
da	da
jeg	jeg
ble	bli
20	20
og	og
voksen	voksen
at	at
det	det
raknet	rakne
.	$.

Livet	liv
er	være
ikke	ikke
perfekt	perfekt
.	$.

Vi	vi
er	være
en	en
storfamilie	storfamilie
der	der
alle	alle
støtter	støtte
hverandre	hverandre
.	$.

Men	men
så	så
begynte	begynne
folk	folk
å	å
skilles	skille
,	$,
og	og
å	å
bli	bli
syke	syk
,	$,
sier	si
Thiis-Evensen	Thiis-Evensen
.	$.

Faren	fare
hennes	hennes
fikk	få
en	en
sjelden	sjelden
variant	variant
av	av
Parkinsons	Parkinsons
og	og
døde	dø
for	for
to	to
og	og
et	en
halvt	halv
år	år
siden	siden
.	$.

I	i
tillegg	tillegg
til	til
installasjonen	installasjonen
med	med
mobilbildene	mobilbildene
hans	hans
har	ha
hun	hun
også	også
inkludert	inkludere
lydverket	lydverket
«	$"
En	en
av	av
hundre	hundre
tusen	tusen
»	$"
i	i
utstillingen	utstilling
.	$.

Den	den
framstår	framstå
som	som
en	en
reportasje	reportasje
der	der
Thiis-Evensen	Thiis-Evensen
intervjuer	intervjue
en	en
lege	lege
om	om
denne	denne
sykdommen	sykdommen
.	$.

Først	først
etter	etter
en	en
stund	stund
forstår	forstå
publikum	publikum
at	at
det	det
er	være
en	en
datter	datter
som	som
intervjuer	intervjue
sin	sin
egen	egen
far	far
.	$.

Sist	sist
uke	uke
ble	bli
familiepianoet	familiepianoet
kjørt	kjøre
fra	fra
Brevik	Brevik
til	til
Oslo	Oslo
.	$.

Thiis-Evensens	Thiis-Evensens
kjæreste	kjæreste
,	$,
samtidskomponisten	samtidskomponisten
Eivind	Eivind
Buene	Buene
,	$,
har	ha
laget	lage
et	en
eget	egen
stykke	stykke
til	til
utstillingen	utstilling
.	$.

Det	det
kan	kunne
bare	bare
spilles	spille
på	på
dette	dette
pianoet	piano
,	$,
med	med
alle	all
dets	det
sure	sur
toner	tone
,	$,
et	en
stykke	stykke
som	som
skal	skulle
fortelle	fortelle
pianoets	pianoets
egne	egen
nostalgiske	nostalgiske
minner	minne
om	om
en	en
tid	tid
da	da
Charlotte	Charlotte
og	og
hennes	hennes
søsken	søsken
spilte	spille
på	på
det	det
som	som
barn	barn
.	$.

I	i
gangen	gang
til	til
leiligheten	leilighet
skal	skulle
videoarbeidet	videoarbeidet
«	$"
fasade	fasade
»	$"
henge	henge
.	$.

Her	her
har	ha
Charlotte	Charlotte
Thiis-Evensen	Thiis-Evensen
intervjuet	intervjue
sin	sin
onkel	onkel
,	$,
arkitekturprofessoren	arkitekturprofessoren
Thomas	Thomas
Thiis-Evensen	Thiis-Evensen
,	$,
foran	foran
Nationaltheatret	Nationaltheatret
,	$,
Stortinget	Stortinget
og	og
Slottet	Slottet
.	$.

Han	han
forteller	fortelle
om	om
hva	hva
de	de
forskjellige	forskjellig
fasadene	fasadene
sier	si
om	om
hva	hva
som	som
skjuler	skjule
seg	seg
på	på
innsida	innside
,	$,
og	og
niesen	niesen
har	ha
også	også
filmet	filme
i	i
smug	smug
mens	mens
de	de
to	to
går	gå
mellom	mellom
byggene	bygg
og	og
snakker	snakke
om	om
stort	stor
og	og
smått	smått
.	$.

I	i
ettertid	ettertid
har	ha
hun	hun
avslørt	avsløre
opplegget	opplegg
for	for
onkelen	onkel
.	$.

Det	det
er	være
lett	lett
å	å
se	se
på	på
fasadetemaet	fasadetemaet
som	som
en	en
fellesnevner	fellesnevner
for	for
hele	hel
utstillingen	utstilling
,	$,
men	men
det	det
er	være
ikke	ikke
Charlotte	Charlotte
Thiis-Evensen	Thiis-Evensen
helt	hel
enig	enig
i	i
.	$.

-	$-
Det	det
er	være
mange	mange
små	liten
,	$,
rare	rar
temaer	tema
.	$.

Og	og
det	det
handler	handle
ikke	ikke
om	om
min	min
familie	familie
.	$.

Hun	hun
hadde	ha
ikke	ikke
sett	se
for	for
seg	seg
å	å
samle	samle
de	de
enkeltstående	enkeltstående
arbeidene	arbeidene
til	til
ett	én
før	før
en	en
gallerist	gallerist
i	i
Frankfurt	Frankfurt
kom	komme
med	med
ideen	idé
.	$.

Nå	nå
regner	regne
hun	hun
med	med
at	at
familiemedlemmene	familiemedlemmene
har	ha
blitt	bli
så	så
vant	vant
til	til
arbeidet	arbeid
hennes	hennes
at	at
denne	denne
utstillingen	utstilling
ikke	ikke
skal	skulle
bidra	bidra
til	til
ytterligere	ytterligere
uro	uro
.	$.

Selv	selv
om	om
familieportrettene	familieportrettene
av	av
brudepar	brudepar
og	og
andre	annen
som	som
skal	skulle
henge	henge
over	over
pianoet	piano
,	$,
ikke	ikke
er	være
helt	hel
avklart	avklare
ennå	ennå
.	$.

-	$-
Jeg	jeg
er	være
litt	litt
redd	redd
for	for
at	at
noen	noen
skal	skulle
komme	komme
og	og
rive	rive
dem	de
ned	ned
.	$.

Folk	folk
ser	se
alltid	alltid
seg	seg
selv	selv
i	i
arbeidene	arbeidene
mine	min
.	$.

Vampyren	Vampyren
|	$|

Vamp-sjef	Vamp-sjef
Øyvind	Øyvind
Staveland	Staveland
(	$(
48	48
)	$)
om	om
tap	tap
,	$,
krangling	krangling
og	og
frykten	frykt
for	for
at	at
fingrene	finger
skal	skulle
visne	visne
.	$.

Kjærligheten	kjærlighet
:	$:

-	$-
Jeg	jeg
falt	falle
pladask	pladask
!	$!

Staveland	Staveland
og	og
hans	hans
nye	ny
samboer	samboer
Ragnhild	Ragnhild
.	$.

Hard	hard
på	på
fela	fela
:	$:

-	$-
Det	det
er	være
jo	jo
alltid	alltid
en	en
melodi	melodi
å	å
lage	lage
.	$.

Selv	selv
om	om
ingen	ingen
venter	vente
på	på
han	han
,	$,
sier	si
Staveland	Staveland
.	$.

Han	han
lærte	lære
tidlig	tidlig
å	å
spille	spille
hardt	hard
.	$.

Konfirmanten	Konfirmanten
:	$:

Felespilleren	Felespilleren
i	i
en	en
uforglemmelig	uforglemmelig
dress	dress
på	på
sin	sin
store	stor
dag	dag
.	$.

Suksess	Suksess
:	$:

Vamp	Vamp
ble	bli
kåret	kåre
til	til
Årets	Årets
Spellemann	Spellemann
i	i
2007	2007
.	$.

Sunn	Sunn
oppvekst	oppvekst
:	$:

-	$-
Har	ha
du	du
sett	se
en	en
sånn	sånn
velfødd	velfødd
liten	liten
jævel	jævel
noen	noen
gang	gang
?	$?

Melodi	Melodi
og	og
lyrikk	lyrikk
:	$:

Staveland	Staveland
og	og
lyriker	lyriker
Kolbein	Kolbein
Falkeid	Falkeid
som	som
har	ha
skrevet	skrive
mange	mange
tekster	tekst
for	for
Vamp	Vamp
.	$.

Far	far
og	og
sønn	sønn
:	$:

Staveland	Staveland
og	og
sønnen	sønn
Joar	Joar
underholder	underholder
i	i
konfirmasjonen	konfirmasjonen
til	til
eldstesønnen	eldstesønnen
Odin	Odin
.	$.

Odin	Odin
er	være
nå	nå
med	med
i	i
Vamp	Vamp
.	$.

Vamp	Vamp
i	i
vannkanten	vannkanten
:	$:

Tre	tre
eldre	gammel
herrer	herrer
og	og
tre	tre
nye	ny
,	$,
unge	ung
utgjør	utgjøre
dagens	dag
Vamp	Vamp
.	$.

Det	det
er	være
grå	grå
oktober	oktober
,	$,
havet	hav
knuser	knuser
mot	mot
land	land
.	$.

Og	og
regnet	regn
,	$,
regnet	regn
faller	falle
kaldt	kald
over	over
Karmøy	Karmøy
,	$,
det	det
strømmer	strømme
ned	ned
over	over
flyene	fly
som	som
letter	letter
fra	fra
flyplassen	flyplass
,	$,
over	over
forblåste	forblåst
lyngheier	lyngheier
og	og
den	den
sugende	sugende
asfalten	asfalt
på	på
riksvei	riksvei
47	47
,	$,
og	og
det	det
plasker	plasker
på	på
panseret	panser
til	til
den	den
gullfargede	gullfargede
Roveren	Roveren
på	på
vei	vei
mot	mot
Haugesund	Haugesund
.	$.

Bak	bak
rattet	ratt
sitter	sitte
Øyvind	Øyvind
Staveland	Staveland
,	$,
felespilleren	felespilleren
,	$,
fløytisten	fløytisten
,	$,
trekkspilleren	trekkspiller
,	$,
komponisten	komponisten
og	og
sjefen	sjef
i	i
Vamp	Vamp
.	$.

Han	han
har	ha
olabukse	olabukse
med	med
hull	hull
på	på
det	det
høyre	høyre
kneet	kne
.	$.

Korte	Korte
,	$,
grå	grå
skjeggstubber	skjeggstubber
kjemper	kjempe
seg	seg
fram	fram
i	i
det	det
lett	lett
rødsprengte	rødsprengte
ansiktet	ansikt
.	$.

De	de
lyse	lyse
krøllene	krøllene
virvler	virvler
ned	ned
i	i
panna	panne
.	$.

-	$-
Det	det
er	være
veldig	veldig
flott	flott
.	$.

Vindusviskerne	Vindusviskerne
stryker	stryker
som	som
fiolinbuer	fiolinbuer
over	over
frontruta	frontruta
,	$,
og	og
Staveland	Staveland
titter	titter
ut	ut
gjennom	gjennom
dogget	dogget
.	$.

-	$-
Store	stor
,	$,
fine	fin
sletter	sletter
.	$.

Grønt	Grønt
og	og
åpent	åpen
.	$.

Men	men
også	også
høye	høy
fjell	fjell
og	og
havet	hav
som	som
slår	slå
inne	inne
fra	fra
alle	all
kanter	kant
.	$.

Det	det
er	være
ganske	ganske
barskt	barskt
.	$.

Det	det
kan	kunne
være	være
mørkt	mørk
og	og
dystert	dystert
her	her
.	$.

Når	når
fjellene	fjell
krever	kreve
sin	sin
plass	plass
og	og
sjøen	sjø
får	få
brøle	brøle
.	$.

Mens	mens
Staveland	Staveland
kjører	kjøre
forbi	forbi
steingjerder	steingjerder
og	og
sauer	sau
tynget	tynget
av	av
regnvåt	regnvåt
ull	ull
og	og
over	over
Karmsundbrua	Karmsundbrua
,	$,
kan	kunne
vi	vi
kort	kort
oppsummere	oppsummere
historien	historie
.	$.

En	en
gang	gang
gikk	gå
en	en
lyslugget	lyslugget
mann	mann
i	i
svart	svart
feierfrakk	feierfrakk
på	på
Haugesunds	Haugesunds
tak	tak
.	$.

Han	han
gikk	gå
der	der
og	og
plystret	plystret
,	$,
tenkte	tenke
på	på
et	en
dikt	dikt
.	$.

Staveland	Staveland
hadde	ha
alltid	alltid
med	med
seg	seg
en	en
diktafon	diktafon
i	i
lomma	lomma
.	$.

Han	han
kunne	kunne
stå	stå
på	på
taket	tak
og	og
nynne	nynne
inn	inn
en	en
ny	ny
melodi	melodi
.	$.

Høsten	høst
1990	1990
,	$,
i	i
feiervesenets	feiervesenets
lokaler	lokale
,	$,
samlet	samle
Staveland	Staveland
fem	fem
lokale	lokal
musikere	musiker
.	$.

De	de
ble	bli
Vamp	Vamp
.	$.

På	på
haugesundsk	haugesundsk
sang	synge
de	de
om	om
horisonter	horisonter
,	$,
hav	hav
,	$,
lengsel	lengsel
,	$,
kjærlighet	kjærlighet
.	$.

Nå	nå
,	$,
atten	atten
år	år
seinere	sein
,	$,
kommer	komme
deres	deres
ellevte	ellevte
album	album
som	som
...	$...
-	$-
...	$...
vi	vi
har	ha
kalt	kalle
«	$"
St.	St.
Mandag	mandag
»	$"
fordi	fordi
mandag	mandag
byr	by
på	på
nye	ny
muligheter	mulighet
,	$,
ny	ny
uke	uke
,	$,
ny	ny
start	start
.	$.

Det	det
er	være
en	en
slags	slags
hyllest	hyllest
til	til
hverdagen	hverdag
.	$.

Hverdagen	Hverdagen
er	være
jo	jo
mye	mye
viktigere	viktig
enn	enn
festen	fest
.	$.

Jeg	jeg
er	være
veldig	veldig
glad	glad
i	i
fest	fest
også	også
,	$,
men	men
da	da
vet	vite
du	du
hva	hva
du	du
skal	skulle
.	$.

Hverdagene	Hverdagene
rusler	rusle
og	og
går	gå
,	$,
og	og
da	da
kan	kunne
alt	alt
eller	eller
ingenting	ingenting
skje	skje
.	$.

Til	til
det	det
nye	ny
albumet	albumet
har	ha
sønnen	sønn
hans	hans
Odin	Odin
skrevet	skrive
fem	fem
av	av
sangene	sang
.	$.

-	$-
De	de
færreste	få
sønner	sønner
ønsker	ønske
sin	sin
egen	egen
far	far
som	som
fotballtrener	fotballtrener
.	$.

Hvordan	hvordan
er	være
det	det
for	for
sønnen	sønn
din	din
å	å
ha	ha
far	far
som	som
sjef	sjef
i	i
bandet	band
?	$?

-	$-
Det	det
er	være
mer	mye
spesielt	spesiell
enn	enn
fotball	fotball
.	$.

I	i
et	en
band	band
er	være
du	du
sammen	sammen
veldig	veldig
mange	mange
døgn	døgn
i	i
løpet	løp
av	av
et	en
år	år
.	$.

Tett	Tett
innpå	innpå
hverandre	hverandre
.	$.

Den	den
største	stor
utfordringen	utfordring
er	være
å	å
legge	legge
vekk	vekk
farsrollen	farsrollen
.	$.

Nå	nå
må	måtte
du	du
stå	stå
opp	opp
,	$,
nå	nå
må	måtte
du	du
spise	spise
sunt	sunn
,	$,
ikke	ikke
gjør	gjøre
det	det
.	$.

Det	det
er	være
ikke	ikke
så	så
lett	lett
.	$.

-	$-
Skal	skulle
vi	vi
kjøre	kjøre
opp	opp
på	på
et	en
fjell	fjell
,	$,
så	så
du	du
får	få
sett	se
Haugesund	Haugesund
skikkelig	skikkelig
?	$?

Derfra	derfra
kan	kunne
du	du
se	se
Utsira	Utsira
,	$,
Bømlo	Bømlo
,	$,
ja	ja
,	$,
nesten	nesten
helt	hel
til	til
Stavanger	Stavanger
.	$.

Det	det
er	være
flott	flott
der	der
oppe	oppe
.	$.

Veien	vei
oppover	oppover
svinger	svinger
seg	seg
gjennom	gjennom
skogkledde	skogkledde
åser	åser
.	$.

Staveland	Staveland
peker	peke
og	og
snakker	snakke
om	om
lysløyper	lysløyper
og	og
turterreng	turterreng
.	$.

Han	han
sier	si
han	han
løper	løpe
eller	eller
sykler	sykle
nesten	nesten
hver	hver
dag	dag
.	$.

Også	også
på	på
turné	turné
.	$.

-	$-
Jeg	jeg
er	være
litt	litt
plaget	plage
av	av
revmatisme	revmatisme
,	$,
så	så
jeg	jeg
er	være
tvunget	tvinge
til	til
å	å
holde	holde
meg	jeg
i	i
form	form
.	$.

Ellers	ellers
får	få
jeg	jeg
fort	fort
betennelser	betennelse
.	$.

-	$-
Gjør	gjøre
det	det
vondt	vond
å	å
spille	spille
?	$?

-	$-
Ja	ja
,	$,
innimellom	innimellom
.	$.

Jeg	jeg
må	måtte
ha	ha
med	med
meg	jeg
mange	mange
isposer	isposer
når	når
vi	vi
skal	skulle
spille	spille
.	$.

Av	av
og	og
til	til
blir	bli
det	det
så	så
ille	ille
at	at
jeg	jeg
trenger	trenge
en	en
injeksjon	injeksjon
kortison	kortison
,	$,
men	men
vi	vi
har	ha
aldri	aldri
avlyst	avlyst
en	en
konsert	konsert
på	på
grunn	grunn
av	av
det	det
.	$.

-	$-
Er	være
du	du
redd	redd
for	for
at	at
fingrene	finger
en	en
dag	dag
slutter	slutte
å	å
virke	virke
?	$?

-	$-
Ja	ja
.	$.

Men	men
det	det
ville	ville
ikke	ikke
ha	ha
betydd	bety
slutten	slutt
på	på
musikken	musikk
.	$.

Jeg	jeg
kan	kunne
jo	jo
lage	lage
musikk	musikk
uten	uten
armer	armer
og	og
bein	bein
.	$.

Vi	vi
har	ha
kommet	komme
til	til
toppen	topp
.	$.

Det	det
er	være
helt	hel
grått	grå
.	$.

Staveland	Staveland
setter	sette
bilen	bil
i	i
revers	revers
.	$.

-	$-
Vi	vi
ser	se
jo	jo
faen	faen
ingenting	ingenting
.	$.

De	de
hadde	ha
spilt	spille
og	og
spilt	spille
,	$,
klatret	klatre
og	og
klatret	klatre
.	$.

Og	og
i	i
2006	2006
var	være
Vamp	Vamp
der	der
.	$.

På	på
toppen	topp
.	$.

De	de
solgte	selge
250000	250000
eksemplarer	eksemplar
av	av
albumene	albumene
«	$"
Siste	Siste
stikk	stikk
»	$"
og	og
«	$"
I	I
full	full
symfoni	symfoni
»	$"
.	$.

150	150
utsolgte	utsolgte
konserter	konsert
,	$,
utsolgt	utsolgt
turné	turné
med	med
Kringkastingsorkesteret	Kringkastingsorkesteret
,	$,
utsolgt	utsolgt
Oslo	Oslo
Spektrum	Spektrum
.	$.

Men	men
akkurat	akkurat
der	der
,	$,
på	på
toppen	topp
,	$,
skjedde	skje
det	det
noe	noe
.	$.

Vidar	Vidar
Johnsen	Johnsen
,	$,
som	som
hadde	ha
vært	være
vokalist	vokalist
i	i
sju	sju
år	år
,	$,
sendte	sende
en	en
slags	slags
oppsigelse	oppsigelse
på	på
e-post	e-post
og	og
Staveland	Staveland
sa	si
til	til
ei	en
avis	avis
at	at
det	det
var	være
«	$"
uaktuelt	uaktuell
