penger	penge
kunne	kunne
svekke	svekke
rekrutteringen	rekruttering
til	til
miljøene	miljø
ytterligere	ytterligere
.	$.
»	$"

Slik	slik
het	hete
det	det
i	i
den	den
oppdaterte	oppdatere
trusselvurderingen	trusselvurderingen
fra	fra
PST	PST
,	$,
som	som
kom	komme
29.	29.
juli	juli
.	$.

I	i
etterkant	etterkant
har	ha
det	det
imidlertid	imidlertid
vist	vise
seg	seg
at	at
rekrutteringen	rekruttering
til	til
disse	disse
miljøene	miljø
har	ha
økt	øke
.	$.

Ifølge	ifølge
leder	leder
ved	ved
Antirasistisk	Antirasistisk
Senter	Senter
,	$,
Kari	Kari
Helene	Helene
Partapuoli	Partapuoli
,	$,
opplever	oppleve
både	både
Stopp	Stopp
islamiseringen	islamiseringen
av	av
Norge	Norge
(	$(
SIAN	SIAN
)	$)
og	og
Norwegian	Norwegian
Defence	Defence
League	League
(	$(
NDL	NDL
)	$)
medlemsvekst	medlemsvekst
.	$.

-	$-
Tok	ta
PST	PST
feil	feil
da	da
de	de
trodde	tro
22.	22.
juli	juli
ville	ville
svekke	svekke
rekrutteringen	rekruttering
?	$?

-	$-
Jeg	jeg
ville	ville
også	også
sagt	si
at	at
dette	dette
kunne	kunne
føre	føre
til	til
en	en
svekking	svekking
av	av
rekrutteringen	rekruttering
de	de
første	første
dagene	dag
.	$.

Da	da
la	legge
også	også
noen	noen
ned	ned
aktiviteten	aktiviteten
og	og
gikk	gå
ut	ut
av	av
disse	disse
Facebook-gruppene	Facebook-gruppene
.	$.

Men	men
det	det
vi	vi
ser	se
nå	nå
er	være
at	at
de	de
er	være
tilbake	tilbake
i	i
full	full
blomst	blomst
.	$.

Og	og
det	det
har	ha
kommet	komme
nye	ny
til	til
,	$,
sier	si
Partapuoli	Partapuoli
til	til
Klassekampen	klassekamp
.	$.

Pressetalsperson	Pressetalsperson
Ronny	Ronny
Alte	Alte
i	i
NDL	NDL
bekrefter	bekrefte
det	det
samme	samme
overfor	overfor
Klassekampen	klassekamp
.	$.

Ifølge	ifølge
ham	han
teller	telle
deres	deres
lukkede	lukke
Facebookgruppe	Facebookgruppe
nå	nå
1233	1233
medlemmer	medlem
.	$.

For	for
mye	mye
fokus	fokus
på	på
islam	islam
|	$|

-	$-
Vi	vi
hadde	ha
rundt	rundt
900	900
medlemmer	medlem
fram	fram
til	til
22.	22.
juli	juli
.	$.

I	i
dagene	dag
etter	etter
var	være
det	det
mange	mange
som	som
meldte	melde
seg	seg
ut	ut
,	$,
men	men
nå	nå
i	i
seinere	sein
tid	tid
er	være
økningen	økning
større	stor
i	i
gjennomsnitt	gjennomsnitt
per	per
dag	dag
enn	enn
det	det
har	ha
vært	være
før	før
,	$,
sier	si
Alte	Alte
.	$.

I	i
sin	sin
åpne	åpen
trusselvurdering	trusselvurdering
for	for
2011	2011
uttrykker	uttrykke
PST	PST
bekymring	bekymring
for	for
at	at
NDL	NDL
skal	skulle
knytte	knytte
til	til
seg	seg
voldelige	voldelig
og	og
høyreekstreme	høyreekstrem
miljøer	miljø
.	$.

Likevel	likevel
har	ha
PSTs	PST
hovedfokus	hovedfokus
vært	være
på	på
radikal	radikal
islam	islam
.	$.

Allerede	allerede
i	i
2010	2010
oppfordret	oppfordre
Antirasistisk	Antirasistisk
Senter	Senter
PST	PST
til	til
å	å
bli	bli
mer	mye
oppmerksom	oppmerksom
på	på
islamfiendtlige	islamfiendtlige
miljøer	miljø
,	$,
som	som
blant	blant
annet	annen
NDL	NDL
.	$.

Men	men
de	de
opplevde	oppleve
å	å
få	få
lite	lite
gehør	gehør
for	for
dette	dette
.	$.

Men	men
i	i
går	går
kontaktet	kontakte
PST	PST
senteret	senter
og	og
ba	be
om	om
et	en
møte	møte
,	$,
noe	noe
leder	leder
Kari	Kari
Helene	Helene
Partapuoli	Partapuoli
er	være
svært	svær
glad	glad
for	for
.	$.

-	$-
Vi	vi
vil	ville
bidra	bidra
med	med
kunnskap	kunnskap
.	$.

Vi	vi
ser	se
noen	noen
tendenser	tendenser
og	og
har	ha
grasrotkontakter	grasrotkontakter
som	som
plukker	plukke
opp	opp
informasjon	informasjon
som	som
en	en
stor	stor
og	og
etablert	etablert
organisasjon	organisasjon
kanskje	kanskje
overser	overse
,	$,
sier	si
Partapuoli	Partapuoli
til	til
Klassekampen	klassekamp
.	$.

Også	også
medlem	medlem
av	av
justiskomiteen	justiskomiteen
,	$,
Akhtar	Akhtar
Chaudhry	Chaudhry
(	$(
SV	Sv
)	$)
,	$,
har	ha
tatt	ta
opp	opp
PSTs	PST
manglende	mangle
søkelys	søkelys
på	på
de	de
høyreekstreme	høyreekstrem
miljøene	miljø
.	$.

Det	det
gjorde	gjøre
han	han
i	i
Klassekampen	klassekamp
og	og
i	i
et	en
møte	møte
med	med
PST	PST
i	i
mars	mars
2010	2010
.	$.

-	$-
Det	det
skal	skulle
være	være
ytringsfrihet	ytringsfrihet
,	$,
det	det
er	være
det	det
demokratiet	demokrati
er	være
best	god
tjent	tjene
med	med
.	$.

Men	men
da	da
må	måtte
også	også
noen	noen
ha	ha
et	en
våkent	våkent
øye	øye
med	med
hva	hva
som	som
er	være
truende	truende
ytringer	ytring
,	$,
og	og
hvor	hvor
det	det
ligger	ligge
potensial	potensial
for	for
at	at
trusler	trussel
kan	kunne
settes	sette
ut	ut
i	i
verk	verk
,	$,
sier	si
han	han
og	og
mener	mene
PST	PST
i	i
altfor	altfor
stor	stor
grad	grad
har	ha
fokusert	fokusere
på	på
ekstremister	ekstremist
med	med
muslimsk	muslimsk
bakgrunn	bakgrunn
.	$.

Nynazist	Nynazist
arrestert	arrestere
|	$|

-	$-
Vi	vi
må	måtte
se	se
på	på
flere	mange
som	som
finnes	finnes
i	i
vårt	vår
samfunn	samfunn
,	$,
som	som
er	være
en	en
minst	liten
like	like
stor	stor
fare	fare
for	for
vårt	vår
demokrati	demokrati
og	og
våre	vår
medmennesker	medmennesker
.	$.

Det	det
er	være
krevende	kreve
,	$,
men	men
den	den
jobben	jobb
må	måtte
gjøres	gjøre
,	$,
sier	si
Chaudhry	Chaudhry
.	$.

Klassekampen	klassekamp
forsøkte	forsøke
i	i
går	går
å	å
få	få
kommentarer	kommentar
fra	fra
PST	PST
,	$,
men	men
de	de
besvarte	besvare
ikke	ikke
våre	vår
henvendelser	henvendelse
.	$.

Ifølge	ifølge
Partapuoli	Partapuoli
er	være
nå	nå
flere	mange
av	av
dem	de
som	som
var	være
aktive	aktiv
i	i
det	det
nynazistiske	nynazistisk
miljøet	miljø
på	på
90-tallet	90-tall
igjen	igjen
i	i
full	full
sving	sving
.	$.

I	i
helga	helg
ble	bli
en	en
av	av
dem	de
pågrepet	pågripe
i	i
Oslo	Oslo
for	for
å	å
ha	ha
hatt	ha
ulovlige	ulovlig
våpen	våpen
og	og
sprengstoff	sprengstoff
og	og
for	for
trusler	trussel
.	$.

-	$-
Vi	vi
er	være
særlig	særlig
bekymret	bekymre
for	for
enkeltpersoner	enkeltperson
som	som
har	ha
en	en
kombinasjon	kombinasjon
av	av
nynazistisk	nynazistisk
bakgrunn	bakgrunn
,	$,
kontakt	kontakt
med	med
kriminelle	kriminell
miljøer	miljø
og	og
adgang	adgang
til	til
våpen	våpen
,	$,
sier	si
hun	hun
.	$.

Pressetalsperson	Pressetalsperson
Ronny	Ronny
Alte	Alte
(	$(
NDL	NDL
)	$)
mener	mene
imidlertid	imidlertid
at	at
deres	deres
organisasjon	organisasjon
ikke	ikke
kan	kunne
koples	koples
til	til
nynazisme	nynazisme
,	$,
og	og
at	at
de	de
tar	ta
avstand	avstand
fra	fra
vold	vold
og	og
oppfordring	oppfordring
til	til
vold	vold
.	$.

Han	han
bekrefter	bekrefte
også	også
TV2s	TV2s
avsløringer	avsløring
denne	denne
helga	helg
om	om
at	at
listekandidater	listekandidater
fra	fra
fem	fem
politiske	politisk
partier	parti
er	være
tilknyttet	tilknytte
deres	deres
organisasjon	organisasjon
.	$.

Disse	disse
partiene	parti
skal	skulle
ifølge	ifølge
Alte	Alte
være	være
Kristent	Kristent
Samlingsparti	Samlingsparti
,	$,
Demokratene	Demokratene
,	$,
Fremskrittspartiet	Fremskrittspartiet
,	$,
Høyre	Høyre
og	og
Arbeiderpartiet	Arbeiderpartiet
.	$.

Har	ha
et	en
voldspotensial	voldspotensial
|	$|

Journalist	journalist
Øyvind	Øyvind
Strømmen	strøm
,	$,
som	som
følger	følge
det	det
høyreekstreme	høyreekstrem
og	og
antijihadistiske	antijihadistiske
miljøet	miljø
tett	tett
,	$,
sier	si
til	til
Klassekampen	klassekamp
at	at
NDL	NDL
helt	hel
klart	klar
har	ha
et	en
voldspotensial	voldspotensial
.	$.

-	$-
Måten	måte
de	de
er	være
organisert	organisere
på	på
og	og
folk	folk
de	de
tiltrekker	tiltrekke
seg	seg
gjør	gjøre
at	at
de	de
veldig	veldig
lett	lett
kan	kunne
ha	ha
et	en
voldspotensial	voldspotensial
,	$,
uten	uten
at	at
den	den
eventuelle	eventuell
volden	vold
nødvendigvis	nødvendigvis
kan	kunne
knyttes	knytte
til	til
dem	de
.	$.

Vold	Vold
og	og
voldsromantikk	voldsromantikk
er	være
en	en
del	del
av	av
deres	deres
retorikk	retorikk
.	$.

Det	det
er	være
ikke	ikke
tilfeldig	tilfeldig
at	at
tidligere	tidlig
NDL-leder	NDL-leder
og	og
listetopp	listetopp
for	for
Demokratene	Demokratene
i	i
Kristiansund	Kristiansund
Håvard	Håvard
Krane	Krane
har	ha
sagt	si
at	at
han	han
ønsket	ønske
å	å
drepe	drepe
medlemmer	medlem
av	av
regjeringen	regjering
.	$.

-	$-
Hva	hva
bør	burde
PST	PST
gjøre	gjøre
med	med
disse	disse
miljøene	miljø
?	$?

-	$-
Det	det
er	være
mye	mye
man	man
kan	kunne
gjøre	gjøre
uten	uten
å	å
drive	drive
politisk	politisk
overvåking	overvåking
.	$.

Veldig	veldig
mye	mye
ligger	ligge
åpent	åpen
,	$,
og	og
jeg	jeg
vil	ville
oppfordre	oppfordre
dem	de
til	til
å	å
patruljere	patruljere
på	på
internett	internett
.	$.

På	på
den	den
måten	måte
kan	kunne
de	de
komme	komme
over	over
trusler	trussel
og	og
oppfordringer	oppfordringer
til	til
voldsbruk	voldsbruk
,	$,
sier	si
Strømmen	strøm
.	$.

Hitlers	Hitler
kamp	kamp
i	i
Min	Min
kamp	kamp
|	$|

Det	det
sjette	sjette
bindet	bindet
av	av
Karl	Karl
Ove	Ove
Knausgårds	Knausgårds
«	$"
Min	Min
kamp	kamp
»	$"
inneholder	inneholde
en	en
fordypning	fordypning
i	i
Hitlers	Hitler
tekst	tekst
«	$"
Mein	Mein
Kampf	Kampf
»	$"
.	$.

Det	det
kan	kunne
bidra	bidra
til	til
å	å
øke	øke
bevisstheten	bevissthet
rundt	rundt
lingvistisk	lingvistisk
vold	vold
,	$,
mener	mene
dansk	dansk
litteraturkritiker	litteraturkritiker
.	$.

Leses	Leses
av	av
Knausgård	Knausgård
:	$:

Karl	Karl
Ove	Ove
Knausgård	Knausgård
gjør	gjøre
en	en
omfattende	omfattende
lesning	lesning
av	av
Adolf	Adolf
Hitlers	Hitler
«	$"
Mein	Mein
Kampf	Kampf
»	$"
i	i
sjette	sjette
bind	bind
av	av
Min	Min
kamp	kamp
.	$.

-	$-
Det	det
er	være
klart	klar
at	at
vi	vi
må	måtte
sette	sette
oss	vi
ned	ned
og	og
lese	lese
«	$"
Mein	Mein
Kampf	Kampf
»	$"
nå	nå
,	$,
sier	si
litteraturkritiker	litteraturkritiker
i	i
danske	dansk
Jyllands-Posten	Jyllands-Posten
Jon	Jon
Helt	Helt
Haarder	Haarder
når	når
Klassekampen	klassekamp
ringer	ringe
og	og
forteller	fortelle
at	at
forfatter	forfatter
Karl	Karl
Ove	Ove
Knausgård	Knausgård
har	ha
fordypet	fordypet
seg	seg
i	i
Hitlers	Hitler
«	$"
Mein	Mein
Kampf	Kampf
»	$"
.	$.

I	i
den	den
kommende	komme
sjette	sjette
og	og
avsluttende	avsluttende
delen	del
av	av
romanverket	romanverket
«	$"
Min	Min
Kamp	kamp
»	$"
,	$,
som	som
etter	etter
mange	mange
forsinkelser	forsinkelse
endelig	endelig
skal	skulle
utkomme	utkomme
i	i
november	november
,	$,
er	være
det	det
nemlig	nemlig
varslet	varsle
at	at
et	en
essay	essay
på	på
400	400
sider	side
om	om
«	$"
Mein	Mein
Kampf	Kampf
»	$"
vil	ville
være	være
å	å
lese	lese
i	i
boka	bok
.	$.

Boka	bok
er	være
inndelt	inndelt
i	i
tre	tre
deler	del
,	$,
og	og
hele	hel
del	del
2	2
av	av
boka	bok
vil	ville
dreie	dreie
seg	seg
om	om
Adolf	Adolf
Hitlers	Hitler
selvbiografiske	selvbiografisk
ideologiske	ideologisk
dokument	dokument
,	$,
bekrefter	bekrefte
forlagssjef	forlagssjef
i	i
Oktober	Oktober
,	$,
Geir	Geir
Berdahl	Berdahl
,	$,
overfor	overfor
Klassekampen	klassekamp
.	$.

Språk	Språk
og	og
vold	vold
|	$|

Så	så
langt	lang
er	være
det	det
ikke	ikke
mange	mange
som	som
har	ha
gjort	gjøre
som	som
Knausgård	Knausgård
og	og
lest	lese
«	$"
Mein	Mein
Kampf	Kampf
»	$"
som	som
utkom	utkomme
i	i
to	to
bind	bind
i	i
1925	1925
og	og
1927	1927
.	$.

Etter	etter
at	at
tyske	tysk
myndigheter	myndighet
har	ha
ført	føre
en	en
bevisst	bevisst
politikk	politikk
om	om
ikke	ikke
å	å
tillate	tillate
nye	ny
opplag	opplag
av	av
teksten	tekst
etter	etter
1945	1945
,	$,
er	være
svært	svær
få	få
tilgjengelige	tilgjengelig
utgaver	utgave
av	av
«	$"
Mein	Mein
Kampf	Kampf
»	$"
i	i
omløp	omløp
.	$.

Haarder	Haarder
tror	tro
imidlertid	imidlertid
at	at
det	det
historiske	historisk
dokumentets	dokumentets
lange	lang
liv	liv
utenfor	utenfor
offentlighetens	offentlighet
søkelys	søkelys
er	være
på	på
vei	vei
mot	mot
en	en
ende	ende
.	$.

-	$-
Diskusjonen	diskusjon
om	om
sammenhengen	sammenheng
mellom	mellom
lingvistisk	lingvistisk
og	og
fysisk	fysisk
vold	vold
er	være
svært	svær
aktuell	aktuell
,	$,
ikke	ikke
minst	liten
etter	etter
22.	22.
juli	juli
.	$.

Her	her
i	i
Danmark	Danmark
er	være
dessuten	dessuten
nylig	nylig
Victor	Victor
Klemperers	Klemperers
store	stor
verk	verk
om	om
nazismens	nazisme
språkbruk	språkbruk
fra	fra
1947	1947
,	$,
nettopp	nettopp
utkommet	utkommet
.	$.

Dette	dette
er	være
veldig	veldig
oppe	oppe
i	i
tida	tid
,	$,
sier	si
Haarder	Haarder
.	$.

Han	han
mener	mene
spesielt	spesiell
språkklimaet	språkklimaet
på	på
nettet	nett
har	ha
tvunget	tvinge
fram	fram
en	en
ny	ny
aktualitet	aktualitet
i	i
spørsmålet	spørsmål
om	om
sammenhengen	sammenheng
mellom	mellom
språk	språk
og	og
vold	vold
.	$.

-	$-
Det	det
er	være
virkelig	virkelig
skremmende	skremme
å	å
se	se
hvor	hvor
voldsomt	voldsom
unge	ung
mennesker	menneske
henvender	henvender
seg	seg
språklig	språklig
til	til
hverandre	hverandre
på	på
Facebook	Facebook
.	$.

Med	med
nettet	nett
har	ha
alle	all
mulige	mulig
synspunkter	synspunkt
har	ha
kunnet	kunne
komme	komme
til	til
orde	orde
uten	uten
redaksjonell	redaksjonell
innblanding	innblanding
.	$.

Det	det
er	være
en	en
utvikling	utvikling
vi	vi
bør	burde
følge	følge
med	med
på	på
og	og
undersøke	undersøke
.	$.

«	$"
Om	om
jeg	jeg
skulle	skulle
beskrive	beskrive
«	$"
Mein	Mein
Kampf	Kampf
»	$"
i	i
en	en
setning	setning
,	$,
ville	ville
det	det
være	være
at	at
det	det
er	være
en	en
bok	bok
uten	uten
et	en
'	$"
du	du
'	$"
.	$.

Det	det
er	være
et	en
'	$"
jeg	jeg
'	$"
der	der
,	$,
det	det
er	være
et	en
'	$"
vi	vi
'	$"
der	der
og	og
det	det
er	være
et	en
'	$"
de	de
'	$"
der	der
.	$.

Men	men
det	det
finnes	finnes
ikke	ikke
noe	noe
«	$"
du	du
»	$"
,	$,
sa	si
Karl	Karl
Ove	Ove
Knausgård	Knausgård
i	i
det	det
svenske	svensk
radioprogrammet	radioprogrammet
«	$"
Sommar	Sommar
i	i
P1	P1
»	$"
14.	14.
august	august
.	$.

I	i
programmet	program
,	$,
som	som
Klassekampen	klassekamp
trykket	trykke
den	den
skriftlige	skriftlig
utgaven	utgave
av	av
på	på
lørdag	lørdag
,	$,
sa	si
Karl	Karl
Ove	Ove
Knausgård	Knausgård
at	at
han	han
i	i
hele	hel
vinter	vinter
og	og
vår	vår
har	ha
arbeidet	arbeide
med	med
å	å
lese	lese
Hitlers	Hitler
«	$"
Mein	Mein
Kampf	Kampf
»	$"
.	$.

Her	her
påpekte	påpeke
han	han
også	også
likhetene	likhet
mellom	mellom
Anders	Anders
Behring	Behring
Breiviks	Breivik
publiserte	publiserte
manifest	manifest
«	$"
2083	2083
»	$"
og	og
Hitlers	Hitler
tekst	tekst
-	$-
men	men
at	at
det	det
påfallende	påfallende
ved	ved
Behring	Behring
Breiviks	Breivik
synspunkter	synspunkt
var	være
at	at
de	de
også	også
hadde	ha
mange	mange
sammenfall	sammenfall
med	med
Knausgårds	Knausgårds
eget	egen
liv	liv
og	og
egne	egen
meninger	mening
.	$.

«	$"
Avgrunnen	Avgrunnen
går	gå
ikke	ikke
mellom	mellom
det	det
han	han
mente	mene
og	og
det	det
vi	vi
mener	mene
,	$,
avgrunnen	avgrunnen
går	gå
mellom	mellom
det	det
han	han
mente	mene
og	og
det	det
han	han
gjorde	gjøre
»	$"
,	$,
sa	si
Knausgård	Knausgård
,	$,
som	som
også	også
skal	skulle
bidra	bidra
i	i
antologien	antologien
«	$"
Respons	Respons
22/7	22/7
»	$"
,	$,
som	som
utkommer	utkomme
seinere	sein
i	i
høst	høst
.	$.

Kulturkonservatisme	Kulturkonservatisme
|	$|

Jon	Jon
Helt	Helt
Haarder	Haarder
synes	synes
sammenkoplingen	sammenkoplingen
mellom	mellom
Knausgård	Knausgård
og	og
Hitlers	Hitler
«	$"
Mein	Mein
Kampf	Kampf
»	$"
er	være
dristig	dristig
.	$.

-	$-
Vi	vi
kan	kunne
jo	jo
ikke	ikke
vite	vite
hvordan	hvordan
Knausgård	Knausgård
vil	ville
lese	lese
«	$"
Mein	Mein
Kampf	Kampf
»	$"
i	i
bok	bok
6	6
,	$,
men	men
man	man
kan	kunne
i	i
hvert	hver
fall	fall
si	si
at	at
han	han
setter	sette
seg	seg
selv	selv
voldsomt	voldsom
på	på
spill	spill
ved	ved
å	å
gjøre	gjøre
en	en
lesning	lesning
av	av
det	det
verket	verket
.	$.

Med	med
seg	seg
selv	selv
som	som
innsats	innsats
tvinger	tvinge
han	han
seg	seg
til	til
å	å
forholde	forholde
seg	seg
til	til
den	den
konkrete	konkret
Hitler-teksten	Hitler-teksten
,	$,
som	som
alle	alle
har	ha
hørt	høre
om	om
,	$,
men	men
ingen	ingen
har	ha
lest	lese
.	$.

En	en
rekke	rekke
etiske	etisk
spørsmål	spørsmål
virvles	virvles
opp	opp
og	og
han	han
gjør	gjøre
det	det
i	i
høy	høy
grad	grad
mulig	mulig
å	å
innta	innta
kritiske	kritisk
posisjoner	posisjon
i	i
forhold	forhold
til	til
ham	han
,	$,
sier	si
litteraturkritikeren	litteraturkritikeren
.	$.

-	$-
En	en
del	del
av	av
«	$"
min	min
kamp	kamp
»	$"
-bøkenes	-bøkenes
provokasjonsverdi	provokasjonsverdi
ligger	ligge
i	i
det	det
kulturkonservative	kulturkonservative
spranget	spranget
bøkene	bok
gjør	gjøre
.	$.

Forfatteren	forfatter
har	ha
en	en
formidabel	formidabel
evne	evne
til	til
å	å
være	være
reaksjonær	reaksjonær
og	og
samtidig	samtidig
nyskapende	nyskapende
og	og
bekjennende	bekjennende
,	$,
utdyper	utdype
Jon	Jon
Helt	Helt
Haarder	Haarder
.	$.

Klassekampens	Klassekampens
litteraturkritiker	litteraturkritiker
Tom	Tom
Egil	Egil
Hverven	Hverven
er	være
mer	mye
skeptisk	skeptisk
til	til
å	å
kople	kople
Knausgård	Knausgård
direkte	direkte
til	til
en	en
form	form
for	for
kulturkonservatisme	kulturkonservatisme
.	$.

-	$-
Det	det
finnes	finnes
en	en
sterk	sterk
gruppering	gruppering
i	i
den	den
norske	norsk
offentligheten	offentlighet
av	av
unge	ung
,	$,
sinte	sint
menn	mann
som	som
har	ha
forsøkt	forsøke
å	å
ta	ta
særlig	særlig
«	$"
Min	Min
kamp	kamp
2	2
»	$"
til	til
inntekt	inntekt
for	for
sine	sin
meninger	mening
,	$,
sier	si
Hverven	Hverven
.	$.

-	$-
Men	men
det	det
som	som
overrasker	overrasker
meg	jeg
at	at
folk	folk
stadig	stadig
glemmer	glemme
i	i
omtalen	omtale
av	av
bøkene	bok
,	$,
er	være
at	at
boka	bok
inneholder	inneholde
hundrevis	hundrevis
av	av
sider	side
om	om
en	en
tålmodig	tålmodig
og	og
omsorgsfull	omsorgsfull
far	far
.	$.

Selv	selv
om	om
han	han
beskriver	beskrive
problemene	problem
og	og
aggresjonen	aggresjonen
,	$,
er	være
det	det
som	som
preger	prege
bøkene	bok
det	det
kjedelige	kjedelig
og	og
grå	grå
hverdagslivet	hverdagslivet
.	$.

Men	men
det	det
er	være
disse	disse
små	liten
utbruddene	utbruddene
om	om
den	den
rasende	rase
attenhundretallsmannen	attenhundretallsmannen
i	i
hans	hans
indre	indre
som	som
alle	alle
husker	huske
,	$,
fordi	fordi
slike	slik
slående	slående
formuleringer	formulering
gjerne	gjerne
fester	feste
seg	seg
.	$.

Hverven	Hverven
mener	mene
imidlertid	imidlertid
en	en
del	del
av	av
meningene	mening
som	som
legges	legge
for	for
dagen	dag
i	i
«	$"
Min	Min
kamp	kamp
»	$"
kan	kunne
diskuteres	diskutere
.	$.

-	$-
Det	det
er	være
viktig	viktig
å	å
være	være
klar	klar
over	over
at	at
Knausgårds	Knausgårds
verk	verk
også	også
gir	gi
uttrykk	uttrykk
for	for
en	en
del	del
synspunkter	synspunkt
som	som
har	ha
vunnet	vinne
fram	fram
i	i
bred	bred
offentlighet	offentlighet
.	$.

Det	det
viser	vise
seg	seg
for	for
eksempel	eksempel
i	i
kritikken	kritikk
av	av
det	det
politisk	politisk
korrekte	korrekt
,	$,
selv	selv
om	om
den	den
er	være
mye	mye
kraftigere	kraftig
rettet	rette
mot	mot
den	den
svenske	svensk
offentligheten	offentlighet
.	$.

-	$-
Hvordan	hvordan
vil	ville
du	du
forklare	forklare
tittelen	tittel
«	$"
Min	Min
kamp	kamp
?	$?

-	$-
Til	til
nå	nå
har	ha
jeg	jeg
lest	lese
det	det
som	som
et	en
forsøk	forsøk
på	på
å	å
være	være
litt	litt
frekk	frekk
,	$,
fordi	fordi
den	den
tittelen	tittel
på	på
en	en
måte	måte
var	være
opptatt	opptatt
-	$-
ikke	ikke
bare	bare
i	i
den	den
norske	norsk
offentligheten	offentlighet
men	men
i	i
den	den
verdensvide	verdensvide
offentligheten	offentlighet
.	$.

Man	man
kan	kunne
si	si
at	at
det	det
handler	handle
om	om
kampen	kamp
om	om
å	å
skrive	skrive
,	$,
kampen	kamp
om	om
å	å
bli	bli
den	den
en	en
er	være
.	$.

-	$-
Samtidig	samtidig
tenker	tenke
jeg	jeg
det	det
er	være
noe	noe
av	av
det	det
utspekulerte	utspekulerte
i	i
dette	dette
verket	verket
,	$,
at	at
tittelen	tittel
aldri	aldri
er	være
blitt	bli
forklart	forklare
.	$.

Det	det
vi	vi
vet	vite
om	om
det	det
sjette	sjette
bindet	bindet
,	$,
kan	kunne
tyde	tyde
på	på
at	at
dette	dette
er	være
gjort	gjøre
med	med
overlegg	overlegg
.	$.

22.	22.
juli	juli
og	og
Knausgård	Knausgård
|	$|

Knausgårds	Knausgårds
forlagssjef	forlagssjef
Berdahl	Berdahl
er	være
tilbakeholden	tilbakeholden
med	med
å	å
røpe	røpe
noe	noe
av	av
innholdet	innhold
i	i
«	$"
Min	Min
kamp	kamp
6	6
»	$"
.	$.

-	$-
Har	ha
det	det
hele	hel
tida	tid
vært	være
Knausgårds	Knausgårds
plan	plan
å	å
innlemme	innlemme
Hitlers	Hitler
tekst	tekst
«	$"
Mein	Mein
Kampf	Kampf
»	$"
i	i
siste	sist
del	del
av	av
verket	verket
?	$?

-	$-
Nei	nei
,	$,
det	det
tror	tro
jeg	jeg
ikke	ikke
.	$.

Jeg	jeg
vet	vite
ikke	ikke
.	$.

Ting	ting
har	ha
nok	nok
kommet	komme
etter	etter
hvert	hver
på	på
en	en
del	del
av	av
dette	dette
.	$.

Men	men
det	det
er	være
bare	bare
noe	noe
jeg	jeg
tror	tro
.	$.

-	$-
Er	være
hendelsene	hendelse
22.	22.
juli	juli
skrevet	skrive
inn	inn
i	i
romanen	roman
?	$?

-	$-
Nei	nei
,	$,
ikke	ikke
så	så
vidt	vid
jeg	jeg
vet	vite
.	$.

Men	men
det	det
kan	kunne
hende	hende
at	at
det	det
vil	ville
vise	vise
seg	seg
noen	noen
berøringspunkter	berøringspunkter
og	og
at	at
man	man
kan	kunne
trekke	trekke
paralleller	parallell
til	til
gjerningsmannen	gjerningsmann
Anders	Anders
Behring	Behring
Breivik	Breivik
.	$.

Det	det
har	ha
i	i
hvert	hver
fall	fall
jeg	jeg
tenkt	tenke
,	$,
sier	si
Oktober-sjefen	Oktober-sjefen
.	$.

Kliner	Kliner
til	til
for	for
endring	endring
|	$|

Protesterer	Protesterer
:	$:

Hundretusenvis	Hundretusenvis
i	i
gatene	gate
.	$.

Generalstreik	Generalstreik
.	$.

Kampen	kamp
mot	mot
Chiles	Chiles
regjerings	regjering
privatiseringsagenda	privatiseringsagenda
øker	øke
i	i
intensitet	intensitet
.	$.

Noe	noe
i	i
lufta	luft
:	$:

Hundretusenvis	Hundretusenvis
av	av
chilener	chilener
demonstrerer	demonstrere
mot	mot
privatiseringspolitikken	privatiseringspolitikken
til	til
landets	land
regjering	regjering
.	$.

Foto	foto
:	$:

Ivan	Ivan
Alvarado	Alvarado
,	$,
Reuters	Reuters
/	$/
Scanpix	Scanpix
|	$|

-	$-
Så	så
lenge	lenge
landets	land
ledelse	ledelse
ikke	ikke
svarer	svare
på	på
våre	vår
krav	krav
,	$,
vil	ville
denne	denne
bevegelsen	bevegelse
fortsette	fortsette
.	$.

Det	det
sa	si
Camila	Camila
Vallejo	Vallejo
til	til
Reuters	Reuters
torsdag	torsdag
.	$.

Hun	hun
er	være
lederen	leder
for	for
studentbevegelsen	studentbevegelsen
som	som
denne	denne
uka	uke
har	ha
ledet	lede
an	an
i	i
massive	massiv
protester	protest
mot	mot
Chiles	Chiles
høyrekonservative	høyrekonservative
regjering	regjering
.	$.

Det	det
som	som
for	for
tre	tre
måneder	måned
siden	siden
begynte	begynne
som	som
isolerte	isolere
boikotter	boikotter
av	av
undervisningen	undervisningen
av	av
studenter	student
som	som
krevde	kreve
reformer	reform
